BALANCE_TYPE_NAME,BT_ID,SOURCE_CNT,SOURCE_VAL,DISCARDED_CNT,DISCARDED_VAL,BT-CONDITION,CONDITIONAL_SOURCE_CNT,CONDITIONAL_SOURCE_VAL,CONDITIONAL_DISCARDED_CNT,CONDITIONAL_DISCARDED_VAL,TRACK_EXTRA,DISCARDED_REMARK,BT_UNIT_TYPE,SOURCE_NEGATIVE_BALANCE,DISCARDED_NEGATIVE_BALANCE
_pc_BCP200FLVR_PC,1259,12,37,12,37,1259:::::;,0,0,0,0,,Balance_Type lookup failed-12;,State,0,0
PriceShout,1219,1053755,1239315,214627,400187,1219:=:1:::;,839132,839132,4,4,,Lifecycle lookup mismatch-3;Balance_Type match condition failed-214564;Balance_Type expired-58;Subscriber relation missing-2;,Units,0,0
_pc_IDDRateCutters_PC,2872,61061,71577,57449,59916,2872:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-57290;Balance_Type match condition failed-159;,State,0,0
_pc_IDDRateCutters_PC,2872,61061,71577,57449,59916,2872:or:3#4#5#6:::;,3770,12195,158,534,,Periodic Charge is not active-57290;Balance_Type match condition failed-159;,State,0,0
OOC Fee,2832,874995,2852374,6403,6,2832:>=:0:::;,874994,2852374,6402,6,,Lifecycle lookup mismatch-1;Balance_Type match condition failed-1;Balance_Type expired-6398;Subscriber relation missing-3;,Units,0,0
_pc_IDDRateCuttersGrace_PC,2873,52451,53239,52293,52292,2873:or:3#4#5#6#7#8#9:::;,158,947,0,0,;91-158;,Periodic Charge is not active-52293;,State,0,0
_pc_C_HardCapInt50Bespoke_PC,2560,249,1494,0,0,2560:or:3#4#5#6:::;,249,1494,0,0,,,State,0,0
_pc_C_HardCapInt50Bespoke_PC,2560,249,1494,0,0,2560:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapIDD50Plan_PC,2561,471,2826,0,0,2561:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapIDD50Plan_PC,2561,471,2826,0,0,2561:or:3#4#5#6:::;,471,2826,0,0,,,State,0,0
_pc_C_HardCapIDD100Plan_PC,2562,109,654,0,0,2562:or:3#4#5#6:::;,109,654,0,0,,,State,0,0
_pc_C_HardCapIDD100Plan_PC,2562,109,654,0,0,2562:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapIDD200Plan_PC,2563,1,6,0,0,2563:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapIDD200Plan_PC,2563,1,6,0,0,2563:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
_pc_C_HardCapIDD300Plan_PC,2564,1,6,0,0,2564:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapIDD300Plan_PC,2564,1,6,0,0,2564:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
CAMP2_P2P_Block,2292,23372,23372,915,915,2292:>=:1:::;,23372,23372,915,915,,Balance_Type expired-915;,Units,0,0
_pc_SF Tier-1,2252,15,24,11,12,2252:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-11;,State,0,0
_pc_SF Tier-1,2252,15,24,11,12,2252:or:3#4#5#6:::;,4,12,0,0,,Periodic Charge is not active-11;,State,0,0
Eagle Active,2212,124572,112627,124572,112627,2212:::::;,124572,112627,124572,112627,,Balance_Type Ignored-124572;,Units,0,0
_pc_SF Tier-2,2253,556,1048,376,433,2253:or:3#4#5#6:::;,180,615,0,0,,Periodic Charge is not active-376;,State,0,0
_pc_SF Tier-2,2253,556,1048,376,433,2253:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-376;,State,0,0
_pc_SF Tier-3,2254,170,487,59,88,2254:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-58;Balance_Type expired-1;,State,0,0
_pc_SF Tier-3,2254,170,487,59,88,2254:or:3#4#5#6:::;,111,399,0,0,,Periodic Charge is not active-58;Balance_Type expired-1;,State,0,0
_pc_BusHybridNat2_PC,3561,1,6,1,6,3561:::::;,0,0,0,0,,Balance_Type lookup failed-1;,State,0,0
BusHybrid NatSMS,3520,5,300,5,300,3520:::::;,0,0,0,0,,Balance_Type lookup failed-5;,Units,0,0
BusHybrid FlexiSMS,3521,7,1429,7,1429,3521:::::;,0,0,0,0,,Balance_Type lookup failed-7;,Units,0,0
_pc_DailyRecNewData1,3522,1,0,1,0,3522:::::;,0,0,0,0,,Balance_Type expired-1;,State,0,0
_pc_DailyGrcNewData1,3523,5,12,5,12,3523:::::;,0,0,0,0,,Balance_Type expired-5;,State,0,0
_pc_ICN_PC,3290,885737,2691012,885737,2691012,3290:::::;,885737,2690931,885737,2690931,,Balance_Type Ignored-885732;Lifecycle lookup mismatch-1;Subscriber relation missing-4;,State,0,0
HappinessSIM,3252,60165,120329,3,5,3252:or:1#2:::;,60165,120329,3,5,,Lifecycle lookup mismatch-1;Balance_Type match condition failed-1;Subscriber relation missing-1;,Units,0,0
_pc_DailyRecSocData1,3293,45037,130474,27964,28036,3293:or:3#4#5#6:::;,17092,102552,19,114,,Periodic Charge is not active-27916;Balance_Type match condition failed-4;Balance_Type expired-43;Subscriber relation missing-1;,State,0,0
HappinessSIMData,3253,13704,2277150104,2102,24386880,3253:>=:1:::;,11726,2277150104,124,24386880,,Balance_Type match condition failed-1924;Balance_Type expired-178;,Data,0,0
_pc_DailyGrcSocData1,3294,45101,152760,24496,29130,3294:or:3#4#5#6#7#8#9:::;,21536,129216,931,5586,;91-20605;,Periodic Charge is not active-23541;Balance_Type match condition failed-914;Balance_Type expired-41;,State,0,0
RBT Flag,3568,328064,326626,1163,21,3568:>=:0:::;,328064,326626,1163,21,,Service class Ignored-21;Balance_Type expired-1142;,Units,0,0
Offer ID,3212,4007123,51902920,16,63,3212:>=:1:::;,4007113,51902920,6,63,,Lifecycle lookup mismatch-1;Balance_Type match condition failed-10;Subscriber relation missing-5;,Units,0,0
ICN Loan,3295,491721,32276,83411,5,3295:>=:-99999999:::;,491721,32276,83411,5,,Lifecycle lookup mismatch-1;Balance_Type expired-83407;Subscriber relation missing-3;,Units,0,0
NewPPBundle,3213,19388,42553,19388,42553,3213:::::;,19388,42553,19388,42553,,Balance_Type Ignored-19385;Subscriber relation missing-3;,Units,0,0
_pc_HappinessSIM_PC,3255,60165,360986,3,14,3255:or:3#4#5#6:::;,60164,360984,2,12,,Periodic Charge is not active-1;Lifecycle lookup mismatch-1;Subscriber relation missing-1;,State,0,0
_pc_HappinessSIM_PC,3255,60165,360986,3,14,3255:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;Lifecycle lookup mismatch-1;Subscriber relation missing-1;,State,0,0
_pc_MercuryTNB15_PC,3296,126476,246968,126472,246956,3296:or:3#4#5#6:::;,4,12,0,0,,Periodic Charge is not active-126453;Service class Ignored-11;Balance_Type match condition failed-2;Balance_Type expired-6;,State,0,0
_pc_MercuryTNB15_PC,3296,126476,246968,126472,246956,3296:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-126453;Service class Ignored-11;Balance_Type match condition failed-2;Balance_Type expired-6;,State,0,0
_pc_Mercury15D_PC,3297,2341,8063,289,431,3297:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-236;Service class Ignored-1;Balance_Type match condition failed-49;Balance_Type expired-3;,State,0,0
_pc_Mercury15D_PC,3297,2341,8063,289,431,3297:or:3#4#5#6:::;,2103,7827,51,195,,Periodic Charge is not active-236;Service class Ignored-1;Balance_Type match condition failed-49;Balance_Type expired-3;,State,0,0
AloRechBonusFlag,3298,67009,67009,0,0,3298:>=:1:::;,67009,67009,0,0,,,Units,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly1,3,18,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly2,8,48,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly3,3,18,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly4,8,48,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly5,0,0,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly10,3,18,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly6,2,12,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Daily1,0,0,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly7,0,0,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly8,0,0,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_NewPPBundlePrePurch,3216,693,906,661,714,3216:or:3#4#5#6:::;NewPPBundle-=-Monthly9,5,30,0,0,;92-32;,Periodic Charge is not active-655;Balance_Type match condition failed-1;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
AloRechBonus,3299,12729,382795572,8021,2523697,3299:>=:1:::;,4746,382795572,38,2523697,,Balance_Type match condition failed-7754;Balance_Type expired-267;,Cash,0,0
_pc_DataBndl400MBRec,3217,2044,6637,166,166,3217:or:3#4#5#6:::;,1789,5670,0,0,;91-89;,Periodic Charge is not active-166;,State,0,0
_pc_DataBndl400MBRec,3217,2044,6637,166,166,3217:or:7#8#9:::;,89,801,0,0,;91-89;,Periodic Charge is not active-166;,State,0,0
_pc_DataBndl1024MBRec,3218,1017,3229,71,68,3218:or:7#8#9:::;,39,351,0,0,;91-39;,Periodic Charge is not active-69;Balance_Type expired-2;,State,0,0
_pc_DataBndl1024MBRec,3218,1017,3229,71,68,3218:or:3#4#5#6:::;,907,2810,0,0,;91-39;,Periodic Charge is not active-69;Balance_Type expired-2;,State,0,0
_pc_DataBndl2560MBRec,3219,434,1351,28,28,3219:or:3#4#5#6:::;,395,1224,0,0,;91-11;,Periodic Charge is not active-28;,State,0,0
_pc_DataBndl2560MBRec,3219,434,1351,28,28,3219:or:7#8#9:::;,11,99,0,0,;91-11;,Periodic Charge is not active-28;,State,0,0
Push Email KB,73,7,0,7,0,73:::::;,7,0,7,0,,Balance_Type Ignored-7;,Units,0,0
Blackberry KB,74,271539,35830647820,266208,22458016,74:>=:-99999999:::;,271539,35579861435,266208,-228303785,;6014-1440;,Service class Ignored-18;Balance_Type match condition failed-266163;Balance_Type expired-27;,Data,-24584,0
more data,779,161117,787927016404,13399,3682795332,779:>=:1:::;,148636,787927016404,918,3682795332,,Service class Ignored-63;Balance_Type match condition failed-7561;Balance_Type expired-5764;Subscriber relation missing-11;,Cash,0,0
DailyRecNatVoice,1992,75,729300,29,0,1992:>=:-99999999:::;,75,497600,29,-231700,,Balance_Type match condition failed-1;Balance_Type expired-28;,Time,0,0
DailyRecFlexiVoice,1993,1134,9391100,502,8500,1993:>=:-99999999:::;,1134,3844000,502,-5538600,,Balance_Type match condition failed-4;Balance_Type expired-498;,Time,0,0
ThunderBolt dummy1,1952,1000,1000,1000,1000,1952:::::;,1000,1000,1000,1000,,Balance_Type Ignored-1000;,Units,0,0
MBB2GBDiscount,739,14,0,14,0,739:::::;,14,0,14,0,,Balance_Type Ignored-14;,Cash,0,0
DailyRecChat,1994,89426,98980288,89156,0,1994:>=:-99999999:::;,89426,-2296237472,89156,-2395217760,,Balance_Type match condition failed-123;Balance_Type expired-89033;,Data,0,0
RoamDailyAPurch,1912,273,55,218,0,1912:>:0:::;,55,55,0,0,,Balance_Type match condition failed-216;Balance_Type expired-2;,Units,0,0
DailyRecSocial,1995,66328,129755104,65966,362560,1995:>=:-99999999:::;,66328,-1399039264,65966,-1528431808,,Balance_Type match condition failed-3398;Balance_Type expired-62568;,Data,0,0
RoamDailyBPurch,1913,16,16,1,1,1913:>:0:::;,16,16,1,1,,Service class Ignored-1;,Units,0,0
RoamWeeklyPurch,1914,343,40,303,0,1914:>:0:::;,40,40,0,0,,Balance_Type match condition failed-299;Balance_Type expired-4;,Units,0,0
Last Expiry Offset,112,113903,882268,113903,882268,112:::::;,97799,-3786587078,97799,-3786587078,,Balance_Type Ignored-97703;SNA subs balance record ignored-16091;Service class Ignored-106;Lifecycle lookup mismatch-3;,Days to wallet expiry,-390315,0
Rech_Face_Val,1956,1148011,43504245,8125,305310,1956:>=:1:::;,1148011,43504245,8125,305310,,Service class Ignored-120;Lifecycle lookup mismatch-7;Balance_Type expired-7980;Subscriber relation missing-18;,Units,0,0
DailyRecAll,1997,8811,2368256,8752,0,1997:>=:-99999999:::;,8811,-63760512,8752,-66128768,,Balance_Type match condition failed-6;Balance_Type expired-8746;,Data,0,0
CallMeBack,195,62,116,62,116,195:::::;,62,116,62,116,,Balance_Type Ignored-46;Service class Ignored-16;,Units,0,0
RoamWeeklyBPurch,1915,4,2,4,2,1915:::::;,0,0,0,0,,Balance_Type expired-1;Balance_Type lookup failed-3;,Units,0,0
Promotional,114,30356,99673342,29114,110000,114:>=:1:::;,1243,99673342,1,110000,,Service class Ignored-1;Balance_Type match condition failed-27846;Balance_Type expired-1267;,Cash,0,0
DailyOneOffNatVoice,1998,53526,0,53525,0,1998:>=:-99999999:::;,53526,0,53525,0,,Balance_Type match condition failed-8396;Balance_Type expired-45129;,Time,0,0
Blackberry GB,155,149,42991616,108,0,155:>=:1:::;,41,42991616,0,0,,Service class Ignored-1;Balance_Type match condition failed-107;,Data,0,0
RoamMonthlyAPurch,1916,66,5,61,0,1916:>:0:::;,5,5,0,0,,Balance_Type match condition failed-61;,Units,0,0
RoamMonthlyBPurch,1917,1,1,0,0,1917:>:0:::;,1,1,0,0,,,Units,0,0
DailyOneOffFlexiVoice,1999,53528,45600,53525,0,1999:>=:-99999999:::;,53528,45600,53525,0,,Balance_Type match condition failed-8396;Balance_Type expired-45129;,Time,0,0
Renewal Charge,115,6147,210000028,5872,2500000,115:>=:1:::;,278,210000028,3,2500000,,Service class Ignored-8;Balance_Type match condition failed-5864;,Cash,0,0
FreeTime,116,127,2321177,1,75,116:>=:1:::;,127,2321177,1,75,,Service class Ignored-1;,Cash,0,0
_pc_WUDU_Alert,1959,5,10,5,10,1959:::::;,5,10,5,10,,Balance_Type Ignored-5;,State,0,0
IDDCountryFlag,1330,145,0,145,0,1330:::::;,145,0,145,0,,Balance_Type Ignored-145;,Units,0,0
MonthlyDataExp,1332,11,0,11,0,1332:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-10;Balance_Type expired-1;,Data,0,0
MonthlyDataRoamExp,1333,16,0,16,0,1333:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-14;Balance_Type expired-2;,Data,0,0
MonthlyPPUExp,1334,15,0,15,0,1334:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-13;Balance_Type expired-2;,Cash,0,0
MonthlyPPURoamExp,1335,19,0,19,0,1335:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-17;Balance_Type expired-2;,Cash,0,0
BCP National SMS,2992,36,5460,0,0,2992:>=:-99999999:::;,36,5460,0,0,;1108-2;,,Units,0,0
_pc_BCP2NatTopUp11_PC,2993,10,60,0,0,2993:or:3#4#5#6:::;,10,60,0,0,,,State,0,0
_pc_BCP2NatTopUp11_PC,2993,10,60,0,0,2993:or:7#8#9:::;,0,0,0,0,,,State,0,0
Hybrid_Flexi_Min_1,2952,575,421154650,0,0,2952:>=:-99999999:::;,575,421154650,0,0,,,Time,0,0
_pc_BCP2NatTopUp12_PC,2994,2,7,1,1,2994:or:3#4#5#6:::;,1,6,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2NatTopUp12_PC,2994,2,7,1,1,2994:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
DailyRecFlexi,2912,717,4497700,215,517600,2912:>=:-99999999:::;,717,4297800,215,317700,;3002-63;,Balance_Type match condition failed-49;Balance_Type expired-166;,Time,0,0
Hybrid_Flexi_Data_1,2953,575,2742579856,0,0,2953:>=:-99999999:::;,575,2742579856,0,0,,,Data,0,0
DailyRecFullData,2913,8219,14284480,7694,2016288,2913:>=:-99999999:::;,8219,-33831264,7694,-46099456,;3002-55;,Balance_Type match condition failed-56;Balance_Type expired-7638;,Data,0,0
_pc_BCP2NatTopUp13_PC,2995,293,1508,50,50,2995:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-50;,State,0,0
_pc_BCP2NatTopUp13_PC,2995,293,1508,50,50,2995:or:3#4#5#6:::;,243,1458,0,0,,Periodic Charge is not active-50;,State,0,0
Hybrid_Nat_Min_1,2954,224,266214003,0,0,2954:>=:-99999999:::;,224,266214003,0,0,,,Time,0,0
_pc_BCP2IDDTopUp11_PC,2996,1,6,0,0,2996:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_BCP2IDDTopUp11_PC,2996,1,6,0,0,2996:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
WeeklyRecFlexi,2914,302,19116600,39,392800,2914:>=:-99999999:::;,302,19116600,39,392800,;3003-27;,Lifecycle lookup mismatch-1;Balance_Type match condition failed-34;Balance_Type expired-4;,Time,0,0
Hybrid_Nat_Data_1,2955,224,1071250624,0,0,2955:>=:-99999999:::;,224,1071250624,0,0,,,Data,0,0
HybridFlavour,2956,3130,6269248,0,0,2956:=:2002:::;,224,448448,0,0,,,Units,0,0
HybridFlavour,2956,3130,6269248,0,0,2956:=:2004:::;,1232,2468928,0,0,,,Units,0,0
HybridFlavour,2956,3130,6269248,0,0,2956:=:2001:::;,575,1150575,0,0,,,Units,0,0
HybridFlavour,2956,3130,6269248,0,0,2956:=:2003:::;,1099,2201297,0,0,,,Units,0,0
WeeklyRecFullData,2915,341,39282400,79,1299616,2915:>=:-99999999:::;,341,34309280,79,-3673504,;3003-23;,Lifecycle lookup mismatch-1;Balance_Type match condition failed-47;Balance_Type expired-31;,Data,0,0
_pc_BCP2IDDTopUp12_PC,2997,12,47,5,5,2997:or:3#4#5#6:::;,7,42,0,0,,Periodic Charge is not active-5;,State,0,0
_pc_BCP2IDDTopUp12_PC,2997,12,47,5,5,2997:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-5;,State,0,0
_pc_BCP2IDDTopUp13_PC,2998,1,6,0,0,2998:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
_pc_BCP2IDDTopUp13_PC,2998,1,6,0,0,2998:or:7#8#9:::;,0,0,0,0,,,State,0,0
Monthly1RecFlexi,2916,7629,249216500,826,1243700,2916:>=:-99999999:::;,7629,249216500,826,1243700,;3004-413;,Balance_Type match condition failed-773;Balance_Type expired-53;,Time,0,0
HybridNewFlavour,2957,3130,0,3130,0,2957:=:2002:::;,0,0,0,0,,Balance_Type match condition failed-3130;,Units,0,0
HybridNewFlavour,2957,3130,0,3130,0,2957:=:2004:::;,0,0,0,0,,Balance_Type match condition failed-3130;,Units,0,0
HybridNewFlavour,2957,3130,0,3130,0,2957:=:2001:::;,0,0,0,0,,Balance_Type match condition failed-3130;,Units,0,0
HybridNewFlavour,2957,3130,0,3130,0,2957:=:2003:::;,0,0,0,0,,Balance_Type match condition failed-3130;,Units,0,0
_pc_BCP2IDDTopUp14_PC,2999,2,7,1,1,2999:or:3#4#5#6:::;,1,6,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2IDDTopUp14_PC,2999,2,7,1,1,2999:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
Monthly2RecFlexi,2917,20992,1669670200,1375,5820100,2917:>=:-99999999:::;,20992,1669631784,1375,5781684,;3005-1036;,Balance_Type match condition failed-1227;Balance_Type expired-144;Subscriber relation missing-4;,Time,0,0
Monthly3RecFlexi,2918,11814,3881602200,603,12879400,2918:>=:-99999999:::;,11814,3881599700,603,12876900,;3006-508;,Balance_Type match condition failed-510;Balance_Type expired-92;Subscriber relation missing-1;,Time,0,0
_pc_PC_Monthly_Hybrid1,2959,3137,18792,7,12,2959:or:3#4#5#6:::;,3131,18786,1,6,,Periodic Charge is not active-6;Balance_Type match condition failed-1;,State,0,0
_pc_PC_Monthly_Hybrid1,2959,3137,18792,7,12,2959:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-6;Balance_Type match condition failed-1;,State,0,0
Monthly4RecFlexi,2919,7898,4016553200,301,16174100,2919:>=:-99999999:::;,7898,4016553200,301,16174100,;3007-368;,Balance_Type match condition failed-248;Balance_Type expired-53;,Time,0,0
Zinger_new_act,2332,1397930,1397930,2,2,2332:=:1:::;,1397930,1397930,2,2,,Lifecycle lookup mismatch-1;Subscriber relation missing-1;,Units,0,0
_pc_BCP200FLVRNew_PC,2060,21,106,4,4,2060:or:3#4#5#6:::;,17,102,0,0,,Periodic Charge is not active-4;,State,0,0
_pc_BCP200FLVRNew_PC,2060,21,106,4,4,2060:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-4;,State,0,0
_pc_PCDailyRecurrent,2020,840,4404,162,336,2020:or:3#4#5#6:::;,713,4278,35,210,,Periodic Charge is not active-126;Balance_Type match condition failed-34;Balance_Type expired-2;,State,0,0
_pc_BCP150FLVRNew_PC,2061,2,12,0,0,2061:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_BCP150FLVRNew_PC,2061,2,12,0,0,2061:or:3#4#5#6:::;,2,12,0,0,,,State,0,0
_pc_PCMonthlyRecurrent,2021,6577,20176,603,1336,2021:or:3#4#5#6:::;,6340,19983,366,1143,,Periodic Charge is not active-217;Balance_Type match condition failed-366;Balance_Type expired-20;,State,0,0
_pc_BCP10FLVRNew_PC,2062,940,4760,176,176,2062:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-176;,State,0,0
_pc_BCP10FLVRNew_PC,2062,940,4760,176,176,2062:or:3#4#5#6:::;,764,4584,0,0,,Periodic Charge is not active-176;,State,0,0
_pc_PCOneOffDailyReset,2022,166917,1001081,166913,1001057,2022:or:3#4#5#6:::;,166833,1000998,166829,1000974,,Periodic Charge is not active-81;Balance_Type match condition failed-166724;Balance_Type expired-108;,State,0,0
_pc_BCP20FLVRNew_PC,2063,81,291,39,39,2063:or:3#4#5#6:::;,42,252,0,0,,Periodic Charge is not active-39;,State,0,0
_pc_BCP20FLVRNew_PC,2063,81,291,39,39,2063:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-39;,State,0,0
_pc_PCOneOffMnthReset,2023,78741,472300,78733,472252,2023:or:3#4#5#6:::;,78712,472272,78704,472224,,Periodic Charge is not active-26;Balance_Type match condition failed-78701;Balance_Type expired-6;,State,0,0
_pc_BCP30FLVRNew_PC,2064,10,40,4,4,2064:or:3#4#5#6:::;,6,36,0,0,,Periodic Charge is not active-4;,State,0,0
_pc_BCP30FLVRNew_PC,2064,10,40,4,4,2064:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-4;,State,0,0
_pc_BCP40FLVRNew_PC,2065,2,12,0,0,2065:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_BCP40FLVRNew_PC,2065,2,12,0,0,2065:or:3#4#5#6:::;,2,12,0,0,,,State,0,0
_pc_PCOneOffWeekReset,2024,1833,10998,1833,10998,2024:or:3#4#5#6:::;,1833,10998,1833,10998,,Balance_Type match condition failed-1833;,State,0,0
_pc_Mar2B1Active_PC,3600,3710,21440,3710,21440,3600:::::;,0,0,0,0,,Balance_Type expired-1;Balance_Type lookup failed-3709;,State,0,0
_pc_Mar2Grace_PC,3603,261,1406,261,1406,3603:::::;,0,0,0,0,,Balance_Type lookup failed-261;,State,0,0
AloBndlAct,3645,11447,11439,11447,11439,3645:::::;,0,0,0,0,,Balance_Type expired-6;Balance_Type lookup failed-11441;,Units,0,0
Monthly2RecSocData,3372,1,1956672,1,1956672,3372:::::;,0,0,0,0,,Balance_Type lookup failed-1;,Data,0,0
BonusP2PBlock,3605,6159,6159,6159,6159,3605:::::;,6159,6159,6159,6159,,Balance_Type Ignored-6159;,Units,0,0
AloBndlType,3646,11447,11439,11447,11439,3646:::::;,0,0,0,0,,Balance_Type expired-6;Balance_Type lookup failed-11441;,Units,0,0
AloBndlGrace,3647,4581,0,4581,0,3647:::::;,0,0,0,0,,Balance_Type expired-3940;Balance_Type lookup failed-641;,Units,0,0
AloBndlData1,3648,11473,7749404800,11473,7749404800,3648:::::;,0,0,0,0,,Balance_Type expired-61;Balance_Type lookup failed-11412;,Data,0,0
_pc_AloBndl1Active_PC,3649,11503,68698,11503,68698,3649:::::;,0,0,0,0,,Balance_Type lookup failed-11503;,State,0,0
_pc_DataOffer1Prim,581,2,2,2,2,581:::::;,0,0,0,0,,Balance_Type lookup failed-2;,State,0,0
MBBUnlimDiscount,500,24447,0,24447,0,500:::::;,24447,0,24447,0,,Balance_Type Ignored-24243;Service class Ignored-202;Lifecycle lookup mismatch-2;,Cash,0,0
SMS Int Bundle,899,20082,332,20080,0,899:>=:-99999999:::;,20082,332,20080,0,;2543-2;,Balance_Type match condition failed-20080;,Units,0,0
MnpLoyaltyTracker,859,3280,95206488576,73,0,859:>=:1:::;,3207,95206488576,0,0,,Balance_Type match condition failed-73;,Cash,0,0
_pc_DataBndl1GBRec,819,582,1767,0,0,819:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_DataBndl1GBRec,819,582,1767,0,0,819:or:3#4#5#6:::;,582,1767,0,0,,,State,0,0
ChatnCall Count,1760,639008,65676,636328,62922,1760:>=:1:::;,2691,65676,11,62922,,Lifecycle lookup mismatch-2;Balance_Type match condition failed-636323;Balance_Type expired-3;,Units,0,0
_pc_ChatNCallRec_PC,1761,584,3504,58,348,1761:or:3#4#5#6:::;,584,3504,58,348,,Balance_Type match condition failed-58;,State,0,0
More International,275,40675,5992966813,12145,30498941,275:>=:1:::;,28661,5992966813,131,30498941,,Service class Ignored-5;Balance_Type match condition failed-11882;Balance_Type expired-258;,Cash,0,0
_pc_ChatNCallGrace_PC,1762,466,1405,290,349,1762:or:3#4#5#6#7#8#9:::;,176,1056,0,0,;91-176;,Periodic Charge is not active-272;Balance_Type expired-18;,State,0,0
_pc_ChatNCallRst_PC,1763,5,24,2,6,1763:or:3#4#5#6:::;,4,24,1,6,,Balance_Type match condition failed-1;Balance_Type expired-1;,State,0,0
